City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,arrecife,28.963,-13.5477,22.99,53,20,10.8,ES,1680532039
367,craigieburn,-37.6,144.95,15.43,85,0,2.57,AU,1680532039
368,algiers,36.7525,3.042,17.9,45,20,3.09,DZ,1680531982
369,at-bashi,41.1702,75.8106,0.97,43,55,3.26,KG,1680532044
370,santa cruz,-17.8,-63.1667,29.03,65,40,6.69,BO,1680531831
371,coromandel,-18.4733,-47.2003,23.05,69,96,3.3,BR,1680532045
372,touros,-5.1989,-35.4608,29.92,61,98,3.7,BR,1680532045
373,yanji,42.9075,129.5078,13.72,53,100,0.73,CN,1680532046
374,komsomolskiy,40.4272,71.7189,17.4,67,100,7.2,UZ,1680532046
375,san policarpo,12.1791,125.5072,26.36,80,59,3.73,PH,1680532046
376,srednekolymsk,67.45,153.6833,-24.51,95,90,2.31,RU,1680532046
377,hobyo,5.3505,48.5268,29.35,70,7,6.18,SO,1680532048
378,meulaboh,4.1363,96.1285,26.2,78,100,0.61,ID,1680532048
379,neuquen,-38.9516,-68.0591,14.94,58,0,2.06,AR,1680532048
380,santiago del estero,-27.7951,-64.2615,23.24,76,100,2.89,AR,1680531850
381,cay,38.5917,31.0286,16.75,47,100,4.59,TR,1680532049
382,oranjemund,-28.55,16.4333,19.66,65,0,9.07,NA,1680531886
383,yei,4.095,30.6779,32.78,30,69,1.07,SS,1680532050
384,beysehir,37.6773,31.7246,15.29,39,28,6.62,TR,1680532050
385,nara,34.6851,135.8049,13.05,30,0,1.51,JP,1680531795
386,coquimbo,-29.9533,-71.3436,14.85,100,100,2.57,CL,1680531762
387,klaksvik,62.2266,-6.589,8.51,89,97,10.84,FO,1680532050
388,bonthe,7.5264,-12.505,31.59,58,52,5.91,SL,1680532051
389,alghero,40.5589,8.3181,17.05,63,20,3.09,IT,1680531965
390,kikwit,-5.041,18.8162,31.83,47,98,0.7,CD,1680532051
391,hit,33.6416,42.8251,24.94,25,0,3.37,IQ,1680531996
392,ancud,-41.8697,-73.8203,11.77,65,0,1.81,CL,1680532051
393,aksu,41.1231,80.2644,13.13,11,0,7.24,CN,1680532051
394,opuwo,-18.0607,13.84,31.24,28,84,5.12,NA,1680532051
395,pochutla,15.7432,-96.4661,28.79,54,98,0.84,MX,1680532051
396,aklavik,68.2191,-135.0107,-18.52,96,36,3.68,CA,1680532051
397,otane,-39.8833,176.6333,11.12,85,100,1.72,NZ,1680532051
398,ascension,30.2169,-90.9001,26.12,83,100,4.12,US,1680532052
399,mahajanga,-15.7167,46.3167,30.01,70,20,4.12,MG,1680532052
400,chimbote,-9.0853,-78.5783,26.55,73,92,1.45,PE,1680532052
401,buraydah,26.326,43.975,26.25,11,0,4.28,SA,1680532052
402,zhigansk,66.7697,123.3711,-6.92,95,99,6.5,RU,1680532052
403,jaumave,23.4167,-99.3833,26.29,58,48,1.2,MX,1680532052
404,miraflores,19.2167,-98.8083,19.46,43,91,0.27,MX,1680532053
405,dukat,62.55,155.55,-26.91,100,86,1.62,RU,1680532053
406,praia,14.9215,-23.5087,28.3,57,18,10.29,CV,1680531889
407,umm kaddadah,13.6017,26.6876,36.48,7,86,3.97,SD,1680532053
408,rabo de peixe,37.8,-25.5833,15.73,63,75,4.63,PT,1680532053
409,port-gentil,-0.7193,8.7815,29.98,74,40,5.66,GA,1680532053
410,bereda,43.2686,-7.5406,17.54,56,100,0.46,ES,1680532053
411,ampanihy,-24.7,44.75,27.47,59,65,5.14,MG,1680532053
412,tromso,69.6496,18.957,4.1,75,75,8.75,NO,1680531913
413,san juan,-31.5375,-68.5364,22.71,56,2,4.38,AR,1680532054
414,anloga,5.7947,0.8973,29.85,69,96,6.14,GH,1680532054
415,nelson bay,-32.7167,152.15,20.0,93,70,0.45,AU,1680532054
416,asuncion,-25.3007,-57.6359,30.69,42,0,3.6,PY,1680531765
417,tiarei,-17.5333,-149.3333,27.01,71,81,1.34,PF,1680532054
418,laguna,38.421,-121.4238,5.59,76,0,3.09,US,1680532054
419,tutoia,-2.7619,-42.2744,25.71,82,100,1.7,BR,1680532054
420,neepawa,50.2289,-99.4664,-11.78,94,100,6.77,CA,1680532054
421,cabinda,-5.55,12.2,29.61,73,75,5.52,AO,1680532054
422,kabansk,52.0486,106.6528,-11.01,79,4,2.4,RU,1680532055
423,road town,18.4167,-64.6167,29.05,51,40,5.66,VG,1680532055
424,port hardy,50.6996,-127.4199,5.0,93,75,3.09,CA,1680532055
425,iisalmi,63.5592,27.1907,-1.08,73,97,2.24,FI,1680532055
426,okhotsk,59.3833,143.3,-15.46,88,40,1.89,RU,1680531798
427,udachnyy,66.4167,112.4,-3.08,79,100,3.51,RU,1680532056
428,qandala,11.472,49.8728,29.27,67,7,2.31,SO,1680532056
429,arambagh,22.8833,87.7833,29.92,23,11,0.99,IN,1680532056
430,visby,57.6409,18.296,3.92,64,20,7.2,SE,1680532056
431,zhanaozen,43.3,52.8,12.14,41,21,2.9,KZ,1680532056
432,porto novo,6.4965,2.6036,30.9,56,82,4.69,BJ,1680532056
433,korla,41.7597,86.1469,5.28,16,71,4.17,CN,1680532056
434,kaihua,23.3687,104.28,19.12,49,31,3.65,CN,1680532056
435,lerwick,60.1545,-1.1494,8.0,75,74,9.43,GB,1680532049
436,grand forks,47.9417,-97.4337,-5.15,93,100,7.72,US,1680532056
437,dulce grande,23.0,-102.1667,20.68,18,6,1.81,MX,1680532056
438,olafsvik,64.8945,-23.7142,4.77,93,100,10.42,IS,1680532057
439,tambun,-6.2641,107.0712,28.02,78,20,5.14,ID,1680532057
440,nome,64.5011,-165.4064,-16.58,92,100,0.0,US,1680532003
441,lewisville,33.0462,-96.9942,22.93,91,75,6.69,US,1680532057
442,boende,-0.2167,20.8667,31.11,54,98,0.65,CD,1680532057
443,portland,45.5234,-122.6762,3.23,94,75,3.13,US,1680531885
444,prince rupert,54.3161,-130.3201,2.83,100,100,3.6,CA,1680532057
445,nizhniy ingash,56.2,96.53,-1.98,72,100,6.39,RU,1680532057
446,carballo,43.213,-8.691,17.02,56,100,1.49,ES,1680532057
447,kisanga,-7.4362,37.7034,29.24,71,94,1.17,TZ,1680532057
448,salimbalan,8.2742,124.7219,21.44,96,100,1.06,PH,1680532058
449,milford,41.2223,-73.0565,10.27,52,0,4.63,US,1680532058
450,taikang,46.8333,124.4167,3.54,23,81,5.54,CN,1680532058
451,xiaoweizhai,26.1903,107.5125,23.24,59,1,5.24,CN,1680532058
452,zambezi,-13.5432,23.1047,23.64,79,78,2.47,ZM,1680532058
453,nuuk,64.1835,-51.7216,-1.66,59,20,6.17,GL,1680532058
454,vikhorevka,56.1201,101.1636,-1.23,90,100,5.38,RU,1680532058
455,todos santos,23.45,-110.2167,19.82,45,100,4.18,MX,1680532058
456,sorong,-0.8833,131.25,26.7,82,100,2.58,ID,1680532058
457,srandakan,-7.9386,110.2506,24.88,89,100,1.98,ID,1680532058
458,tucuman,-26.8241,-65.2226,21.0,83,100,2.06,AR,1680532058
459,krasnotorka,48.682,37.5327,9.35,89,100,4.7,UA,1680532059
460,kaitangata,-46.2817,169.8464,10.85,77,99,1.63,NZ,1680532059
461,rorvik,64.8621,11.2373,5.06,87,75,4.63,NO,1680532059
462,akom,2.6678,12.7109,31.63,42,94,0.96,CM,1680532059
463,balkanabat,39.5108,54.3671,12.17,49,61,3.11,TM,1680532059
464,yueyang,29.3333,113.0919,16.8,95,100,4.99,CN,1680532059
465,loandjili,-4.7561,11.8578,30.04,66,96,5.04,CG,1680532059
466,cockburn town,21.4612,-71.1419,26.98,65,40,5.66,TC,1680532059
467,aksehir,38.3575,31.4164,16.64,40,100,3.82,TR,1680532059
468,svetlogorsk,52.6333,29.7333,0.86,97,100,5.41,BY,1680532059
469,san nicolas,18.1725,120.5953,25.65,74,10,2.73,PH,1680532059
470,cozumel,20.5083,-86.9458,27.75,78,40,3.6,MX,1680531941
471,saint john,45.2727,-66.0677,2.0,40,75,3.09,CA,1680531949
472,naze,28.3667,129.4833,18.51,64,100,9.61,JP,1680532060
473,dorsten,51.6667,6.9667,11.43,49,7,3.58,DE,1680532060
474,sarankhola,22.3082,89.7897,25.73,74,25,3.59,BD,1680532060
475,hereford,52.0568,-2.7148,13.16,64,6,1.34,GB,1680532060
476,katsuura,35.1333,140.3,11.1,61,0,5.92,JP,1680532060
477,sompeta,18.9333,84.6,27.59,81,7,5.37,IN,1680532060
478,aransas pass,27.9095,-97.15,25.03,100,100,6.69,US,1680532035
479,matanzas,23.0411,-81.5775,26.42,69,20,4.63,CU,1680532060
480,luwuk,-0.9516,122.7875,25.74,85,100,1.12,ID,1680532060
481,thap than,15.4606,99.8917,34.24,24,84,1.74,TH,1680532060
482,roebourne,-20.7833,117.1333,29.08,68,12,5.87,AU,1680532060
483,dubbo,-32.25,148.6167,17.07,72,57,4.63,AU,1680532060
484,necochea,-38.5473,-58.7368,19.45,50,91,2.08,AR,1680532061
485,moree,-29.4667,149.85,20.36,62,47,5.25,AU,1680531911
486,iwaki,37.05,140.8833,3.2,64,0,1.68,JP,1680532061
487,litchfield,41.7668,-73.2501,7.14,46,18,1.79,US,1680532061
488,pauini,-7.7136,-66.9764,24.92,87,96,1.22,BR,1680532061
489,roald,62.5833,6.1333,9.07,61,40,7.2,NO,1680532061
490,salalah,17.0151,54.0924,30.05,70,20,3.09,OM,1680532061
491,shetpe,44.1667,52.1167,13.0,39,8,1.95,KZ,1680532061
492,victoria point,-27.5833,153.3,21.62,81,46,0.45,AU,1680532061
493,hokitika,-42.7167,170.9667,10.63,84,5,1.55,NZ,1680532061
494,namibe,-15.1961,12.1522,27.3,62,28,6.2,AO,1680532061
495,santa cruz do rio pardo,-22.8989,-49.6325,23.95,61,0,2.73,BR,1680532061
496,eenhana,-17.4667,16.3333,27.5,40,94,2.03,NA,1680532062
497,sheltozero,61.3667,35.3667,-1.31,96,100,6.52,RU,1680532062
498,oktyabrskoye,43.0645,44.7417,16.08,33,100,8.0,RU,1680532062
499,borba,-4.3878,-59.5939,23.89,93,100,0.75,BR,1680532064
500,polovinnoye,54.7914,65.9864,2.39,79,0,3.55,RU,1680532064
501,kiunga,-6.1219,141.2906,22.81,99,100,0.52,PG,1680532065
502,vestmannaeyjar,63.4427,-20.2734,7.55,100,100,14.4,IS,1680532066
503,teodoro sampaio,-22.5325,-52.1675,24.58,68,0,4.23,BR,1680532066
504,loa janan,-0.583,117.095,23.95,96,93,0.31,ID,1680532066
505,port-cartier,50.0334,-66.8654,-5.88,69,28,4.4,CA,1680532067
506,kropotkin,45.4375,40.5756,12.48,82,100,4.08,RU,1680532067
507,villazon,-22.0866,-65.5942,13.38,60,17,1.11,BO,1680532067
508,belgrade,44.804,20.4651,10.81,68,75,6.69,RS,1680532068
509,kudahuvadhoo,2.6708,72.8944,28.35,72,55,3.91,MV,1680532068
510,flinders,-34.5833,150.8552,19.1,83,32,1.34,AU,1680532068
511,pastos bons,-6.6017,-44.0767,29.61,59,99,1.78,BR,1680532068
512,lovozero,68.005,35.0117,-3.34,82,24,2.23,RU,1680532068
513,virginia beach,36.8529,-75.978,16.14,59,20,4.63,US,1680531816
514,brezovo,42.35,25.0833,11.55,79,100,5.44,BG,1680532069
515,phalaborwa,-23.943,31.1411,31.6,30,0,3.42,ZA,1680531786
516,oktyabrskiy,54.4815,53.471,9.72,58,68,3.68,RU,1680532072
517,ornskoldsvik,63.2909,18.7153,1.53,51,0,3.6,SE,1680532072
518,hovd,48.0056,91.6419,-7.46,22,0,1.6,MN,1680532072
519,virarajendrapet,12.2,75.8,21.42,73,27,1.7,IN,1680532072
520,kapoeta,4.7717,33.5903,32.24,35,100,5.95,SS,1680532072
521,ostrovnoy,68.0531,39.5131,-5.51,84,24,5.37,RU,1680532073
522,napanee,44.2501,-76.9494,6.95,55,100,7.29,CA,1680531990
523,swan hill,-35.3378,143.5544,18.15,44,30,1.82,AU,1680532074
524,riyadh,24.6877,46.7219,25.08,8,0,4.49,SA,1680531796
525,pingxiang,27.6167,113.85,22.52,85,40,2.71,CN,1680532074
526,dunedin,-45.8742,170.5036,12.11,79,92,2.07,NZ,1680531825
527,chicama,-7.8447,-79.1469,25.3,75,90,1.38,PE,1680532074
528,kang,-23.6752,22.7876,30.27,23,40,2.17,BW,1680532074
529,yuncheng,35.0231,110.9928,8.01,95,100,1.84,CN,1680532074
530,coos bay,43.3665,-124.2179,2.3,98,100,3.09,US,1680532074
531,zverinogolovskoye,54.4586,64.8542,3.37,78,0,3.46,RU,1680532074
532,asopos,36.7333,22.8667,14.74,77,100,5.6,GR,1680532075
533,the valley,18.217,-63.0578,27.92,57,20,8.23,AI,1680532039
534,ciudad bolivar,8.1222,-63.5497,30.41,47,89,5.13,VE,1680532075
535,charyshskoye,51.3978,83.5598,-1.27,73,0,1.16,RU,1680532075
536,flin flon,54.7682,-101.865,-20.09,65,20,1.54,CA,1680532076
537,sal rei,16.1833,-22.9167,27.11,65,4,5.14,CV,1680532077
538,libreville,0.3925,9.4537,29.5,69,78,3.84,GA,1680531981
539,abnub,27.2696,31.1511,31.12,7,18,1.31,EG,1680532078
540,atar,20.5169,-13.0499,37.85,4,1,5.01,MR,1680532078
541,penzberg,47.75,11.3833,7.22,74,100,4.01,DE,1680532078
542,macia,-25.0269,33.0989,29.2,55,0,3.51,MZ,1680532078
